Z,band1,band2,band3
5.46999979,3.394135949,4.930614192,4.26986304
4.96999979,3.085344053,4.762624573,3.77001306
4.599999905,2.866955604,4.997892073,4.521436754
2.839999914,3.999762044,5.132890951,4.039384549
4.119999886,3.820744463,4.635438643,2.295147087
2.180000067,3.770166546,5.397986348,4.771942348
3.579999924,3.775108047,5.004574653,3.560029236
1.690000057,4.003873469,4.562087527,-0.796837326
2.349999905,3.640998409,4.432466179,0.140497237
1.799999952,4.28134484,5.029782419,3.555884212
1.960000038,4.542834303,5.126886797,3.732755894
2.380000114,4.678165509,5.601054546,4.778873579
4.389999866,3.307660522,4.747122935,3.269305213
6.260000229,2.806804531,4.517336562,3.280835813
1.399999976,4.739135652,5.940858006,5.424816587
5.820000172,3.382901709,4.91813419,4.254978987
2.269999981,4.108559056,5.426778334,4.525843291
5.300000191,3.187085481,4.757607049,3.347240102
2.839999914,4.156359394,5.348524906,4.487373916
3.430000067,3.970539663,5.425411856,4.791665208
9.539999962,2.497696289,4.263201385,3.680119338
2.24000001,4.063741435,4.50374984,1.528903696
3.900000095,4.209776988,5.2803015,4.584270548
2.319999933,4.269175248,4.626898283,1.822762429
4.429999828,3.576010435,5.071486373,4.250943256
5.440000057,3.074114716,4.735523514,3.632444615
0.970000029,4.528961164,5.915117605,5.457562525
4.360000134,3.601596039,5.23443524,4.618268156
2.390000105,4.338357085,5.507372123,4.644954955
5.389999866,2.788459586,4.873936197,4.185931206
2.559999943,3.967980336,4.923004193,3.664719296
5.510000229,3.480525233,4.755102181,3.482139074
4.429999828,3.021083276,5.082492356,4.519611363
2.130000114,4.543849005,5.555483052,4.796098971
3.329999924,3.493421832,5.460847912,5.031197324
2.779999971,4.382708475,4.764637408,2.431910611
3.650000095,4.081221183,4.807427977,3.095471509
2.230000019,4.284056512,5.373497291,4.469764422
2.829999924,4.118917536,5.109749402,3.567671151
2.970000029,3.61408881,4.606318815,2.840347638
1.970000029,4.776186838,5.3629576,4.308114486
3.230000019,3.139785916,5.266589439,4.808340681
3.099999905,3.339857173,4.575613272,2.674400195
2.690000057,4.038799974,5.374423799,4.648787212
1.460000038,5.069474228,5.991688165,5.392716697
6.349999905,3.173916873,4.507553977,2.776142876
2.279999971,4.448679867,5.210401014,3.934065994
1.169999957,4.223151403,5.133458073,4.013821532
4.980000019,3.138145702,4.822941715,3.499262116
6.389999866,2.67287592,4.693165241,4.11598918
2.700000048,3.656234184,4.510209616,1.250199005
2.75,4.022463292,4.740046381,2.101524921
5.949999809,3.497012821,4.731223688,3.482243375
2.809999943,4.006501867,5.078399834,3.809184782
6.400000095,3.454151213,4.761467271,3.611464242
3.059999943,4.025051021,5.297086298,4.397427702
2.24000001,3.57572034,4.708778015,3.059337308
3.579999924,3.877116983,5.555983508,5.046342826
1.700000048,4.555916618,5.389604465,4.4427392
2.519999981,4.023529103,5.301833097,4.331498081
2.339999914,4.978546908,5.611938797,4.561893239
3.380000114,3.957463947,4.969968077,3.440635968
3.230000019,3.651101698,5.158555873,4.238334468
2.230000019,4.130753866,4.870906463,3.131803752
3.279999971,4.184548011,4.930683083,3.436715087
3.690000057,3.685369893,4.922092685,3.557554467
3.359999895,3.712921043,5.267505276,4.552809626
5.070000172,3.353190722,4.677113386,3.044611904
4.170000076,3.076761763,4.738099947,3.605715025
3.170000076,3.81758304,5.296805014,4.531887663
3.410000086,3.509452991,4.720007139,3.270048535
2.329999924,4.310412488,4.622629297,-1.594605897
2.230000019,3.773500502,4.626594903,2.869847573
5.940000057,3.102265436,4.815587916,4.031738593
3.900000095,3.623091312,5.268272905,4.671910952
7.28000021,3.282852254,4.451348913,2.699405304
2.900000095,4.139692704,5.183172926,4.170126108
1.5,5.009698719,5.631361826,4.852867028
1.960000038,4.783555092,5.325626216,4.043224318
2.539999962,3.63071045,4.491590756,2.097831682
1.659999967,3.88770445,5.235735595,4.368830607
3.74000001,3.598638724,5.432733037,4.965059596
1.710000038,5.365705736,5.755414587,4.828988469
3.900000095,3.691427125,5.032870659,4.088219585
3.079999924,4.004927259,5.271631022,4.561795838
3.710000038,3.351331893,5.323039225,4.832893095
2.599999905,4.437883189,5.275694368,4.2115615
1.75999999,4.617626692,5.483871902,4.645605745
6.550000191,2.976607279,4.718574723,3.967838256
2.069999933,3.859594747,4.445000254,-0.466768026
2.450000048,3.741673566,4.742499496,3.32385268
3.890000105,3.433395155,4.179605706,-0.407196711
7.269999981,3.675710372,5.034525198,4.650577049
4.070000172,3.367650593,5.217604756,4.653213696
2.710000038,3.914100397,4.801143853,2.711928912
5.340000153,3.175617697,4.829488485,3.834717894
4.269999981,3.397151018,4.661466764,3.306754696
2.400000095,4.00247121,5.511377255,4.996254328
3.099999905,3.823023763,4.604554438,1.797088548
6.320000172,3.437478915,4.595265791,2.564621213
5.360000134,3.128601936,4.895740327,4.145549569
2.49000001,3.380619699,4.344834778,0.765820908
7.739999771,4.047945644,4.781777585,3.782619954
2.089999914,3.780898046,4.498931118,1.114517194
3.200000048,3.216802696,4.199576822,-2.52704151
3.980000019,3.687284927,4.900249414,3.233447429
2.430000067,3.488523117,4.61941329,2.169687477
3.119999886,3.895936414,4.728539559,1.947660164
2.609999895,3.17691552,4.204675154,1.997931948
6.579999924,3.096404641,4.476033372,2.151647539
3.380000114,3.709587142,4.924437826,3.825087019
1.539999962,4.070264676,5.549445352,4.930659786
5.179999828,3.27685091,4.925228106,4.083345759
2.569999933,4.117872559,5.100921966,3.221443608
2.089999914,4.542917828,5.325310246,4.218611658
5.710000038,3.081136006,4.859402029,4.219769943
7.400000095,3.178580739,4.474951933,3.482860708
2.440000057,4.600214382,5.115516196,4.016658449
1.820000052,3.798826847,4.369692077,0.393085533
3.359999895,4.254269922,5.433436135,4.697929251
2.799999952,4.225065439,5.449127496,4.452595457
5.599999905,2.765987189,4.566976256,3.304621493
2.670000076,3.549294767,4.490390604,2.648536354
2.069999933,4.51756259,5.349659609,4.389509285
2.440000057,4.166338291,5.309269833,4.525677183
3.140000105,4.122625277,5.36004091,4.299348949
2.279999971,3.902257622,4.869159497,3.425259581
5.349999905,2.920610546,4.971926888,4.142197796
3.25999999,4.25984882,4.940810802,3.280560264
7.78000021,4.829678276,5.122056079,4.692287806
3.400000095,3.942551068,5.386894099,4.630056825
1.379999995,3.865119586,4.457527729,0.883011076
2.150000095,4.176937308,4.807198783,2.486515819
3.019999981,3.433883696,4.475629004,3.048068603
2.00999999,3.791733403,5.344536715,4.603501509
1.870000005,4.206436964,4.982408035,3.618967745
2.220000029,4.507223209,5.18179643,4.213194247
2.630000114,4.507282704,5.424117795,4.361549916
3.130000114,3.723029629,5.233291114,4.42944687
2.980000019,3.997421773,5.386101146,4.548839907
3.319999933,4.081724982,4.978561378,3.586827153
5.340000153,3.109563155,5.125827796,4.36286903
6.260000229,3.387882888,4.839662956,3.977529832
3.25,4.001486092,5.1361956,3.806934482
2.00999999,4.311689812,4.926582828,3.101231179
3.529999971,3.618000163,5.147963962,4.260423097
4.329999924,3.8015827,5.105854656,4.027367567
4,3.641714338,5.214908875,4.59960444
3.220000029,3.792325369,5.433465596,4.797991276
3.109999895,3.91642525,4.982994317,3.477923757
1.419999957,3.747049405,4.480968767,-1.020912608
4.059999943,3.694308227,5.176305155,4.280435375
6.849999905,2.786105793,4.370577899,3.235027643
3.059999943,3.61408881,4.606318815,2.840347638
2.089999914,4.236104516,4.95021415,3.648863539
2.680000067,4.046322696,5.13762354,4.171806636
4.460000038,3.282141456,4.909470719,3.959996624
3.99000001,3.302312248,5.352684122,4.919125807
1.320000052,5.485904264,6.039278754,5.386884911
3.220000029,4.211169569,4.61504701,1.670472475
3.599999905,3.838200023,5.189991125,4.407129174
4.099999905,3.184194034,4.351277239,0.347975797
5.269999981,3.660051251,4.865940571,3.677330933
2.75999999,3.980414332,4.893871798,3.607381861
2.369999886,3.891941858,4.573023391,2.261652517
2.660000086,4.011220645,5.38812342,4.690883226
2.299999952,3.730707763,4.721716692,2.766073345
7.429999828,3.489276764,4.413930976,3.193995156
4.510000229,3.894913567,5.309921029,4.916366109
1.070000052,5.696925087,6.134928515,5.466094257
3.359999895,3.488293879,5.453030131,5.037082564
6.610000134,3.330311557,4.825426908,4.172364402
4.239999771,3.360922197,5.353020788,4.870607349
4.510000229,3.089939288,4.913780959,4.064543754
2.430000067,4.761756232,5.290712956,4.007598168
1.889999986,4.364185998,4.983860281,3.290284763
3.25,3.792583385,5.26517282,4.556806872
4.320000172,2.94072773,4.853541628,4.120169297
4.519999981,3.74812158,5.053476678,4.173696657
2.369999886,4.38040686,5.334222173,4.417523382
2.390000105,4.13597027,4.940099534,3.174849381
5.409999847,2.734734305,4.622573645,3.484604229
2.349999905,5.215942334,5.685140839,4.676416817
5.440000057,3.535122617,4.94576448,4.090873648
7.739999771,3.715421818,4.26893504,2.378393655
4.179999828,2.722171722,4.781255721,4.022759293
3.450000048,3.104989292,4.442294824,2.583539448
2.319999933,4.158330582,5.531810232,4.978075145
2.470000029,5.141786387,5.667713655,4.676013053
4.050000191,3.563070154,5.023837144,4.114755213
1.480000019,3.564616886,4.447153766,-0.524137491
2.440000057,4.265018723,4.614435498,0.63743647
2.380000114,4.650874913,5.156518064,3.651125212
2.190000057,4.123053877,5.098314473,3.774624988
4.190000057,2.928035101,5.159471131,4.748642942
2.160000086,5.033626245,5.525688534,4.415586103
6.150000095,2.560877345,4.762576159,4.193229223
2.359999895,4.092766652,4.883663143,3.511301655
3.670000076,3.07781882,5.306393285,4.891306116
2.769999981,3.847019791,4.677009357,2.387009345
2.319999933,4.161690671,4.989424304,3.245420039
3.400000095,4.111296243,4.565848263,1.968840555
2.849999905,3.73578834,5.1777828,4.321721967
3.119999886,4.198242698,5.387659899,4.298027261
4.96999979,3.156344833,5.362577649,4.938265275
5.099999905,2.88714492,4.665424407,3.425133873
2.039999962,4.617104107,5.406393334,4.423525356
3.059999943,4.058646283,5.169714917,4.127615449
2.609999895,4.458156462,5.318503951,4.28675361
2.49000001,5.307638304,5.583068725,4.466663557
3.150000095,3.895936414,4.728539559,1.947660164
2.349999905,4.226565856,4.801529319,2.385079355
3.970000029,4.024999963,5.077702893,4.263641194
2.529999971,3.601821559,4.502098781,2.001034039
1.799999952,4.305502443,5.016124348,3.497966273
1.639999986,5.286952732,5.635352245,4.565963802
6.769999981,3.417305173,4.807956345,3.938919856
1.940000057,5.37577357,5.707181387,4.71599099
2.470000029,4.020649861,5.177315511,4.201692741
2.25,4.031633304,5.02917614,3.484282157
2.609999895,4.044557573,5.25527182,4.414129782
6.289999962,3.370181355,4.716976499,3.105236423
1.99000001,4.496278107,5.045778784,3.282299108
3.700000048,3.905405584,5.078981423,3.891293967
2.309999943,3.620861,4.778566666,3.09896953
3.230000019,4.489050704,5.197387123,3.968425705
2.900000095,3.943936752,4.959868623,3.509731002
2.539999962,4.05193959,5.235796611,4.365975866
4.090000153,3.525277935,5.102146083,4.380924117
3.180000067,3.398396763,5.330741578,4.892301748
2.069999933,4.787539829,5.516480859,4.677780725
2.130000114,3.782803808,4.523921221,2.199741382
3.309999943,3.374909101,4.898835271,3.923084302
7.070000172,2.825811166,4.747469455,4.268984914
5.239999771,2.87170077,5.000440182,4.530444175
3.779999971,3.257814875,5.242813477,4.603338699
3.670000076,3.685369893,4.922092685,3.557554467
3.589999914,3.720284218,5.123023336,4.261259611
4.039999962,4.120857141,5.398383104,4.975298758
1.75999999,3.686651802,4.719012834,3.265987955
2.150000095,4.420727922,4.708844697,0.023562624
4.699999809,3.234790469,4.878563465,3.592291051
2.630000114,4.099768072,4.931087644,3.731037913
4.360000134,2.933432104,4.883190785,4.182866039
3.200000048,4.020869173,5.372363611,4.748284313
4.070000172,3.23122108,5.080512785,4.333119586
3.50999999,4.228552913,4.942319206,3.559113596
4.400000095,3.074310642,5.074797696,4.507075584
6.110000134,2.795067608,4.596439918,3.359059297
2.130000114,4.015896128,4.597505982,1.21603702
3.420000076,4.184313117,4.787173554,2.809895444
6.21999979,3.274889187,4.677041962,3.509917724
1.75,4.368149481,5.069038216,3.70619188
5.110000134,2.987136251,4.29261407,2.090389076
2.559999943,3.853140494,5.394886662,4.788271057
2.799999952,3.726963316,4.686223051,2.798298164
4.53000021,3.616710659,5.222147145,4.540634244
2.289999962,4.374018123,5.415916313,4.500166286
5.21999979,3.329631277,4.928892147,3.989553532
2.089999914,4.562507261,5.391402019,4.440888477
4.079999924,3.734154479,5.393061161,4.986990265
5.440000057,2.927546605,4.789104328,4.079551659
3.660000086,3.872553912,5.24767253,4.373865686
3.980000019,3.291564435,4.775051405,3.516414106
5.71999979,3.500216513,4.212111262,0.925129836
1.50999999,5.148249863,5.718735265,4.95905535
1.639999986,4.526433682,5.479733298,4.6986192
1.25999999,5.213992147,6.125420626,5.593530388
6.789999962,4.819773062,5.085235548,4.595271617
2.680000067,3.806700425,4.879099391,3.444911075
2.450000048,4.366961954,5.511374284,4.635826402
5.519999981,3.500835417,4.685085111,3.03201704
5.28000021,4.086680298,4.561257115,3.586977477
7.980000019,2.534596707,4.491854617,3.87960545
1.960000038,4.820651785,5.336541548,4.256891043
2.930000067,4.545229698,5.118290374,3.827104023
3.190000057,4.175085162,5.122686747,4.077898167
4.349999905,2.820266885,4.797402615,3.885170631
8.050000191,4.663672889,5.228316703,4.893994826
2.269999981,4.03235962,4.835545971,3.123596728
2.289999962,4.489659333,4.982088381,3.591702183
5.329999924,2.845940331,4.649426503,3.90892383
4.949999809,3.578369772,4.449927845,0.654008922
3.019999981,4.215265791,5.4493721,4.457358062
11.38000011,2.90202349,4.244255333,3.729136015
2.75,3.712695056,4.594573225,2.291288939
2.829999924,3.56150284,4.448402108,1.841341509
2.460000038,4.432312522,5.153172662,3.911798392
3.50999999,3.969035544,4.587974329,0.148386586
5.329999924,3.371794728,4.813462553,3.146508188
6.590000153,2.929826691,4.782561028,4.049371626
4.900000095,2.986590308,5.09309208,4.634476951
2.299999952,3.659920743,4.522513229,2.22348565
5.369999886,2.924066428,4.659567289,3.412088055
2.75999999,4.399738411,5.464684339,4.441565031
1.440000057,3.920735844,4.587813371,2.072498103
3.539999962,3.99469512,5.409855076,4.690871013
2.309999943,3.420044369,4.659116985,3.00344047
2.420000076,3.941030165,4.840215941,3.216857105
3.369999886,4.319825439,5.470027063,4.843216894
3.609999895,3.67528475,4.771752291,2.641854712
8.119999886,2.581499571,4.448363867,3.69812151
1.970000029,4.143243375,4.737894327,1.669603765
2.859999895,4.118917536,5.109749402,3.567671151
5.590000153,2.765987189,4.566976256,3.304621493
1.75999999,4.62415722,5.740931087,5.111755621
4.190000057,3.615010601,5.167401611,4.470088329
3.369999886,4.005153795,5.060781208,3.703264058
6.179999828,2.896094911,4.555168565,3.340035528
4.010000229,3.599287782,5.207501859,4.511151903
1.649999976,4.613547877,5.519312702,4.727336361
2.529999971,4.498618118,5.30268506,4.17833775
5.480000019,2.798882962,4.974686482,4.254236126
2.130000114,3.687604659,4.68215293,3.284931664
5.650000095,3.304267369,4.662989902,3.046767553
5.079999924,2.954037394,4.646454946,3.165735707
4.570000172,3.046459227,4.894803376,3.932095275
3.109999895,3.637857517,5.018753937,4.167551818
5.929999828,3.098444579,4.984368424,4.266873231
3.339999914,4.186888501,5.30096399,4.324383868
4.769999981,3.559251113,4.701787965,2.741084792
2.170000076,4.447742555,5.439822027,4.629229627
3.779999971,3.45026271,5.346392567,4.89654538
2.859999895,4.871790959,5.374407534,4.117389957
5.010000229,3.609570021,4.633990981,2.820513807
2.329999924,4.953512022,5.585640961,4.546159791
3.549999952,3.182991878,5.292664786,4.885041072
2.299999952,4.206962561,4.720939294,2.506833998
3.119999886,3.349117181,4.520988181,2.381122551
2.109999895,4.492923399,5.279555509,4.091597509
1.840000033,4.532668485,5.355407185,4.378795569
2.849999905,4.144893677,5.224499008,4.330778009
3.160000086,4.132366645,5.426900649,4.550480835
6.019999981,3.173024443,4.728055945,3.557921244
1.379999995,3.989838991,4.562848048,2.150497283
3.630000114,4.023745663,5.30219079,4.243205128
2.299999952,3.8983285,5.229782415,4.50038553
3.869999886,3.552499,4.920903019,4.001261748
1.769999981,4.864052644,5.334623908,4.238488939
2.430000067,3.967233138,4.807103221,3.090593334
6.019999981,2.588185144,4.137614565,2.95548849
2.109999895,4.520296559,5.399485863,4.324791503
5.239999771,3.677724433,4.883464978,3.686219696
2.809999943,3.884655429,4.903941174,3.424810587
5.949999809,3.379410518,4.514045383,0.699318825
3.410000086,4.08384712,5.034071819,3.668722525
